27.66666603088379,11.825901985168457,left,1
26.898765563964844,9.854320526123047,left,1
30.43785285949707,11.166666984558105,right,1
31.54022979736328,10.773946762084961,right,1
27.266666412353516,8.5,right,1
36.3270149230957,9.515007972717285,right,1
24.381502151489258,11.435452461242676,right,1
20.443159103393555,10.464354515075684,right,1
20.452106475830078,11.411877632141113,right,1
19.934009552001953,10.203045845031738,right,1
21.256410598754883,11.244575500488281,right,1
21.36305809020996,11.218683242797852,right,1
25.514286041259766,11.881904602050781,right,1
24.954286575317383,11.678094863891602,right,1
23.09853172302246,12.746331214904785,right,1
21.191919326782227,11.808080673217773,right,1
21.552845001220703,10.95121955871582,right,1
20.775793075561523,11.91865062713623,right,1
24.195554733276367,10.89555549621582,right,1
24.54720687866211,11.142581939697266,right,1
35.260162353515625,10.067072868347168,right,1
22.956790924072266,11.927983283996582,right,1
26.118568420410156,12.105145454406738,right,1
22.61266326904297,11.271881103515625,right,1
22.754579544067383,11.397436141967773,right,1
23.998027801513672,11.64891529083252,right,1
20.936416625976562,11.720616340637207,right,1
48.68571472167969,14.638094902038574,1,1
50.989742279052734,19.074359893798828,1,1
52.86333465576172,19.886667251586914,1,1
50.104652404785156,21.182170867919922,1,1
49.11650466918945,21.822006225585938,1,1
48.75091552734375,21.622711181640625,0,1
49.01893997192383,23.56818199157715,0,1
49.304595947265625,20.41666603088379,0,1
48.53318405151367,20.004474639892578,1,1
37.911109924316406,14.121739387512207,0,1
41.13725662231445,18.061920166015625,0,1
39.4234504699707,17.05038833618164,0,1
38.160621643066406,15.70120906829834,0,1
37.30195236206055,15.78371524810791,0,1
37.51963424682617,15.786131858825684,0,1
37.66753387451172,14.979166984558105,0,1
32.990474700927734,14.102380752563477,0,1
35.35053253173828,14.692874908447266,0,1
41.38787841796875,14.357575416564941,1,1
40.85897445678711,13.448718070983887,1,1
40.041996002197266,13.729659080505371,1,1
39.267398834228516,12.516483306884766,1,1
40.3917121887207,13.269303321838379,1,1
40.18888854980469,13.604762077331543,1,1
39.19618225097656,12.921875,1,1
39.204246520996094,12.772875785827637,0,1
40.60512924194336,13.79316234588623,1,1
39.727272033691406,12.456140518188477,1,1
38.893035888671875,13.288557052612305,1,1
40.03333282470703,12.190476417541504,1,1
39.204246520996094,11.772875785827637,1,1
39.38605499267578,12.732993125915527,1,1
38.89743423461914,11.63931655883789,1,1
39.26597595214844,11.948186874389648,1,1
40.03721618652344,13.129449844360352,1,1
39.27016067504883,12.120967864990234,1,1
38.25925827026367,11.839031219482422,1,1
38.16524124145508,10.804842948913574,1,1
38.13418197631836,11.848870277404785,1,1
38.13418197631836,10.848870277404785,1,1
38.58687210083008,11.114542961120605,1,1
32.1715202331543,19.184465408325195,1,1
30.991525650024414,18.793785095214844,1,1
38.43764114379883,11.42630386352539,1,1
27.29166603088379,16.258333206176758,1,1
38.72314453125,11.571428298950195,1,1
28.21527862548828,18.22569465637207,1,1
24.743589401245117,16.05769157409668,1,1
28.96478843688965,15.227699279785156,1,1
28.507246017456055,17.7608699798584,1,1
31.0,16.3125,1,1
25.705427169799805,14.534883499145508,1,1
26.119205474853516,15.770419120788574,1,1
33.777042388916016,18.9735107421875,1,1
29.89873504638672,15.867088317871094,1,1
29.89873504638672,15.867088317871094,1,1
29.744234085083008,15.689727783203125,1,1
26.347736358642578,15.847736358642578,1,1
27.897058486938477,17.45833396911621,1,1
35.270530700683594,18.408212661743164,1,1
27.637889862060547,15.820143699645996,1,1
24.391498565673828,15.695749282836914,1,1
20.887556076049805,14.89026927947998,0,1
24.484848022460938,13.466666221618652,1,1
38.98223876953125,11.903005599975586,1,1
39.174468994140625,12.042552947998047,0,1
39.174468994140625,12.042552947998047,0,1
39.098453521728516,10.945147514343262,1,1
23.892019271850586,17.018779754638672,1,1
39.03748321533203,12.02008056640625,1,1
40.12044906616211,10.957983016967773,1,1
30.187301635742188,19.0222225189209,1,1
30.84000015258789,19.34666633605957,1,1
26.70760154724121,16.03508758544922,1,1
32.170833587646484,16.64583396911621,1,1
28.3099422454834,16.72514533996582,1,1
25.60360336303711,15.486486434936523,1,1
30.18431282043457,17.18431282043457,1,1
14.911765098571777,10.509803771972656,1,1
23.302831649780273,16.44444465637207,1,1
25.518293380737305,14.233739852905273,1,1
24.238094329833984,14.7619047164917,0,1
25.397260665893555,14.472602844238281,1,1
34.95082092285156,19.631147384643555,1,1
28.648578643798828,16.78553009033203,1,1
28.648578643798828,16.78553009033203,1,1
25.068750381469727,16.006250381469727,1,1
26.572463989257812,15.871980667114258,1,1
28.503704071044922,15.227160453796387,1,1
26.064516067504883,17.05645179748535,1,1
27.35416603088379,14.600000381469727,1,1
24.68402862548828,13.32638931274414,1,1
22.690696716308594,15.406940460205078,1,1
36.011417388916016,19.09360694885254,1,1
20.443138122558594,13.035294532775879,0,1
26.04166603088379,17.05208396911621,0,1
29.211639404296875,8.788359642028809,1,1
32.10293960571289,7.970588207244873,0,1
30.66666603088379,8.333333015441895,1,1
29.0,8.5,1,1
31.0,8.211640357971191,0,1
27.80392074584961,8.098039627075195,1,1
31.648317337036133,8.892966270446777,0,1
10.092592239379883,7.037036895751953,0,1
19.5,11.283950805664062,1,1
29.242063522338867,9.464285850524902,1,1
25.16993522644043,13.169934272766113,1,1
28.995670318603516,8.203463554382324,1,1
16.0,9.0,1,1
25.16993522644043,13.169934272766113,1,1
21.16993522644043,12.169934272766113,1,1
31.0,8.699187278747559,0,1
26.256410598754883,11.60897445678711,1,1
31.18000030517578,9.5,1,1
31.305810928344727,10.17125415802002,1,1
9.491525650024414,6.378530979156494,1,1
17.976608276367188,10.28654956817627,1,1
13.038888931274414,10.058333396911621,0,1
29.908676147460938,15.71689510345459,1,1
29.842857360839844,16.078571319580078,1,1
28.360097885131836,16.834548950195312,1,1
29.887290954589844,14.482014656066895,1,1
24.694835662841797,13.786384582519531,1,1
32.30537796020508,17.756988525390625,1,1
33.92465591430664,17.924657821655273,1,1
24.017963409423828,15.720559120178223,1,1
31.600414276123047,18.051759719848633,1,1
20.402151107788086,14.698925018310547,1,1
18.254064559936523,12.741869926452637,1,1
15.585783958435059,10.21813678741455,1,1
25.31884002685547,13.84679126739502,1,1
26.19827651977539,13.060344696044922,1,1
28.197101593017578,14.16231918334961,1,1
31.197368621826172,17.486841201782227,1,1
21.337806701660156,13.107382774353027,0,1
24.51207733154297,13.620773315429688,1,1
17.269546508789062,11.04321002960205,1,1
21.529558181762695,13.988329887390137,0,1
34.60297393798828,18.84288787841797,1,1
25.614154815673828,13.924657821655273,1,1
24.664268493652344,14.290167808532715,1,1
18.291746139526367,12.21944522857666,0,1
17.53561019897461,12.72725772857666,1,1
33.60297393798828,18.84288787841797,1,1
22.55172348022461,12.740229606628418,1,1
23.83857536315918,14.832284927368164,1,1
23.75583839416504,13.957536697387695,1,1
28.17494010925293,15.90307331085205,1,1
24.97402572631836,12.796536445617676,1,1
27.671567916870117,12.970588684082031,1,1
19.7652587890625,9.723004341125488,1,1
27.933332443237305,13.878787994384766,1,1
22.412185668945312,9.5591402053833,0,1
27.146825790405273,15.170635223388672,1,1
29.639999389648438,13.393333435058594,1,1
27.55376434326172,14.47311782836914,1,1
27.55376434326172,14.47311782836914,1,1
29.05789566040039,15.277193069458008,1,1
27.27416229248047,12.339250564575195,1,1
22.409191131591797,13.658550262451172,1,1
14.87860107421875,9.853909492492676,0,1
25.31884002685547,12.455486297607422,1,1
25.46703338623047,14.2399263381958,1,1
32.24864959716797,14.059459686279297,1,1
19.297950744628906,11.387336730957031,0,1
19.297950744628906,11.387336730957031,0,1
26.22037124633789,14.45555591583252,1,1
23.198457717895508,15.412331581115723,1,1
24.580644607543945,14.543010711669922,1,1
31.580644607543945,16.543010711669922,1,1
19.43691062927246,11.563088417053223,0,1
27.341793060302734,15.417935371398926,1,1
23.40322494506836,14.483870506286621,1,1
23.620981216430664,12.527918815612793,1,1
23.27752685546875,12.529411315917969,1,1
22.902156829833984,12.452735900878906,0,1
27.247947692871094,14.502463340759277,1,1
28.116352081298828,15.569182395935059,1,1
26.005155563354492,15.281786918640137,1,1
26.05031394958496,13.454402923583984,1,1
19.80827522277832,12.979036331176758,0,1
35.16360855102539,19.681957244873047,1,1
25.48768424987793,15.351395606994629,1,1
33.31950759887695,16.298002243041992,1,1
35.262245178222656,19.357030868530273,1,1
28.495412826538086,16.35932731628418,1,1
27.284006118774414,12.609865188598633,1,1
20.03099822998047,14.011809349060059,1,1
24.610000610351562,12.708333015441895,1,1
26.140968322753906,16.873714447021484,1,1
27.044553756713867,16.17656707763672,1,1
32.43703842163086,16.05629539489746,1,1
17.174203872680664,12.050251007080078,1,1
17.035242080688477,10.864904403686523,0,1
20.816526412963867,11.754901885986328,1,1
26.182085037231445,13.35976505279541,1,1
28.13768196105957,16.423189163208008,1,1
25.089855194091797,13.401449203491211,1,1
19.63768196105957,12.974637985229492,1,1
27.671642303466797,14.37313461303711,1,1
26.178062438964844,16.339031219482422,1,1
25.95473289489746,14.592592239379883,1,1
21.8306884765625,14.02645492553711,1,1
25.049793243408203,14.20746898651123,1,1
23.832748413085938,13.402338981628418,1,1
16.95691680908203,10.192743301391602,0,1
27.097068786621094,15.045787811279297,1,1
14.356724739074707,10.590642929077148,1,1
12.064516067504883,10.564516067504883,0,1
12.064516067504883,10.564516067504883,1,1
14.354978561401367,11.567099571228027,1,1
12.56944465637207,10.55555534362793,1,1
12.5,10.0,0,1
12.07317066192627,10.54878044128418,1,1
12.659420013427734,10.05434799194336,1,1
10.965731620788574,9.965731620788574,0,1
12.356902122497559,9.962963104248047,1,1
13.0,10.0,1,1
10.633333206176758,9.588889122009277,0,1
10.633333206176758,9.588889122009277,0,1
12.938838005065918,12.107033729553223,1,1
13.71212100982666,10.28787899017334,1,1
13.202614784240723,10.901960372924805,1,1
11.659420013427734,11.94565200805664,1,1
10.83141803741455,9.842911720275879,1,1
10.854406356811523,10.957854270935059,1,1
13.855721473693848,11.57711410522461,1,1
13.018087387084961,11.664082527160645,1,1
13.94107723236084,10.550504684448242,1,1
13.073412895202637,11.674603462219238,1,1
11.802139282226562,11.709447860717773,1,1
13.320512771606445,11.571428298950195,1,1
13.284420013427734,10.614130020141602,1,1
11.924398422241211,10.587629318237305,1,1
13.324073791503906,11.449999809265137,1,1
21.970359802246094,18.104747772216797,1,1
13.169625282287598,10.13609504699707,1,1
20.81365203857422,18.262331008911133,1,1
24.88922882080078,21.942317962646484,1,1
21.993358612060547,18.98390769958496,1,1
13.605072021484375,10.615942001342773,1,1
14.605072021484375,10.702898979187012,0,1
11.833333015441895,10.577557563781738,0,1
13.123222351074219,10.935229301452637,0,1
12.724196434020996,10.714043617248535,1,1
25.891250610351562,20.24605941772461,1,1
21.0,16.0,1,1
24.188085556030273,15.183653831481934,1,1
10.569766998291016,9.5,0,1
16.57868003845215,13.825718879699707,1,1
12.122605323791504,9.647509574890137,1,1
13.284444808959961,9.417778015136719,1,1
39.60841369628906,16.819849014282227,0,1
41.5343132019043,18.78308868408203,1,1
19.834558486938477,13.753676414489746,1,1
38.634056091308594,16.75,1,1
18.17816162109375,11.44137954711914,1,1
41.9737434387207,16.595890045166016,1,1
20.32878303527832,12.732650756835938,1,1
18.44272804260254,11.066924095153809,1,1
41.48783493041992,15.700730323791504,1,1
25.03985595703125,14.53502368927002,1,1
41.87739562988281,14.818646430969238,1,1
19.870237350463867,12.632143020629883,1,1
40.674713134765625,14.970114707946777,1,1
24.460525512695312,12.98793888092041,1,1
41.15571594238281,16.142335891723633,1,1
23.227949142456055,13.292096138000488,1,1
43.52000045776367,15.758788108825684,1,1
22.22259521484375,12.09172248840332,1,1
42.070106506347656,16.681217193603516,1,1
24.275028228759766,13.347634315490723,1,1
39.6122932434082,14.869976043701172,1,1
23.222606658935547,12.509803771972656,1,1
40.12578582763672,14.874214172363281,1,1
23.980133056640625,13.504414558410645,1,1
40.996253967285156,16.04119873046875,1,1
22.045774459838867,12.414319038391113,1,1
41.89242935180664,16.039840698242188,1,1
23.0,13.200450897216797,1,1
41.06742858886719,15.93256950378418,1,1
25.01677894592285,13.138702392578125,1,1
42.26097106933594,16.467378616333008,0,1
21.481212615966797,12.991515159606934,0,1
43.40972137451172,15.621527671813965,0,1
18.36045265197754,10.89378547668457,0,1
22.26783561706543,12.495906829833984,1,1
20.59558868408203,13.325980186462402,1,1
18.300724029541016,10.921497344970703,1,1
42.95294189453125,15.916666984558105,0,1
43.522464752197266,15.775339126586914,1,1
23.351783752441406,14.386223793029785,1,1
17.163043975830078,10.972222328186035,0,1
17.218978881835938,11.751824378967285,1,1
22.26760482788086,11.728873252868652,1,1
43.12942123413086,16.105215072631836,1,1
17.771995544433594,11.555142402648926,1,1
19.95274543762207,10.35887622833252,1,1
43.10231018066406,16.92959213256836,1,1
19.581424713134766,10.587786674499512,1,1
33.611305236816406,17.579008102416992,1,1
39.96296310424805,15.136452674865723,1,1
17.59020233154297,11.396655082702637,1,1
42.46094512939453,15.358635902404785,1,1
19.2880802154541,12.10595989227295,1,1
42.3480224609375,16.25649642944336,1,1
19.651058197021484,11.197324752807617,1,1
42.36054611206055,16.200679779052734,1,1
25.21361541748047,14.078638076782227,1,1
23.523332595825195,12.957777976989746,1,1
22.448387145996094,12.14838695526123,1,1
24.565401077270508,13.104430198669434,1,1
40.50189971923828,15.226869583129883,1,1
20.454545974731445,11.168830871582031,1,1
41.661598205566406,15.143218994140625,1,1
23.45016098022461,11.912111282348633,1,1
21.549894332885742,14.06369400024414,1,1
18.5412540435791,10.856986045837402,1,1
39.46957778930664,14.945767402648926,0,1
40.330074310302734,14.888165473937988,1,1
39.93743133544922,15.358144760131836,1,1
23.12677574157715,12.653552055358887,1,1
41.89468002319336,16.360477447509766,1,1
24.87974739074707,13.813291549682617,1,1
41.89468002319336,16.360477447509766,1,1
24.87974739074707,13.813291549682617,1,1
40.27878952026367,16.218181610107422,1,1
26.53418731689453,15.355769157409668,1,1
42.052860260009766,16.942827224731445,1,1
18.306215286254883,12.873446464538574,1,1
40.912803649902344,15.980132102966309,1,1
19.082237243652344,12.730262756347656,1,1
40.403846740722656,15.98717975616455,1,1
22.944820404052734,12.753377914428711,1,1
41.01250076293945,15.753125190734863,1,1
24.896774291992188,12.690322875976562,1,1
41.88624954223633,16.03363037109375,1,1
34.31889343261719,18.78580093383789,1,1
40.301971435546875,17.47222137451172,0,1
20.570266723632812,12.56213665008545,0,1
21.485713958740234,12.58214282989502,1,1
15.854166984558105,10.467592239379883,0,1
21.60584831237793,12.53801155090332,1,1
20.60584831237793,10.53801155090332,1,1
20.613426208496094,12.645833015441895,1,1
20.613426208496094,12.645833015441895,1,1
14.571260452270508,10.465252876281738,0,1
19.521888732910156,12.610875129699707,0,1
23.602338790893555,14.04444408416748,1,1
28.789533615112305,14.063708305358887,1,1
41.83548355102539,16.183870315551758,0,1
41.83548355102539,16.183870315551758,0,1
40.91532516479492,15.204715728759766,1,1
39.90935516357422,15.13742733001709,1,1
40.97590255737305,15.944779396057129,1,1
41.191070556640625,16.195222854614258,1,1
19.262596130371094,11.416666984558105,1,1
38.557472229003906,14.034482955932617,1,1
21.72549057006836,13.03818416595459,1,1
44.12314224243164,16.060508728027344,1,1
40.117523193359375,15.01282024383545,1,1
25.409700393676758,13.05675983428955,1,1
25.409700393676758,13.05675983428955,1,1
42.44580841064453,17.20245361328125,1,1
7.180790901184082,21.310733795166016,1,1
44.070228576660156,17.164194107055664,1,1
23.57853126525879,12.967231750488281,1,1
20.609039306640625,12.00451946258545,0,1
32.53546142578125,17.578014373779297,1,1
35.4929084777832,20.66312026977539,1,1
32.39316177368164,16.932844161987305,1,1
20.437576293945312,11.94787883758545,1,1
17.74938201904297,12.288888931274414,1,1
40.06327819824219,15.076648712158203,0,1
17.605295181274414,11.539109230041504,0,1
23.703567504882812,12.795818328857422,1,1
33.818626403808594,18.71323585510254,1,1
27.64285659790039,14.612781524658203,1,1
21.88843536376953,12.906122207641602,0,1
24.919631958007812,14.574440002441406,1,1
20.00121307373047,12.276363372802734,1,1
24.074073791503906,13.398765563964844,0,1
22.193742752075195,13.463296890258789,0,1
22.6966552734375,12.57554817199707,0,1
20.94110679626465,10.786808013916016,0,1
27.19791603088379,13.23611068725586,1,1
28.48872184753418,12.650376319885254,1,1
22.77104377746582,11.870931625366211,1,1
24.994388580322266,14.365880966186523,1,1
22.299652099609375,12.451800346374512,0,1
23.732088088989258,12.85877513885498,1,1
25.65236473083496,14.554455757141113,1,1
24.559955596923828,13.561056137084961,0,1
20.966867446899414,12.365462303161621,0,1
21.9862003326416,13.46603012084961,0,1
21.814697265625,13.280085563659668,0,1
19.563034057617188,12.459402084350586,0,1
20.563034057617188,13.459402084350586,1,1
22.181447982788086,12.347604751586914,0,1
24.441024780273438,13.349743843078613,1,1
23.217750549316406,12.218782424926758,0,1
21.827850341796875,12.121710777282715,0,1
19.28121566772461,11.935938835144043,0,1
21.237323760986328,11.949298858642578,0,1
25.09158706665039,12.883918762207031,0,1
25.09158706665039,12.883918762207031,0,1
24.885713577270508,13.576190948486328,1,1
26.0,14.736993789672852,1,1
22.982358932495117,12.580315589904785,1,1
19.80563735961914,11.398445129394531,1,1
22.86571502685547,13.459047317504883,0,1
18.976459503173828,12.338041305541992,0,1
24.206573486328125,14.113615036010742,1,1
21.421510696411133,12.04554271697998,0,1
38.39350509643555,20.175739288330078,1,1
21.970476150512695,11.239999771118164,1,1
43.69143295288086,15.434468269348145,0,1
15.916149139404297,10.921324729919434,0,1
41.512821197509766,15.990675926208496,1,1
22.907533645629883,13.089040756225586,1,1
43.4610595703125,15.152647972106934,1,1
26.293893814086914,14.340967178344727,1,1
41.41880416870117,14.95897388458252,1,1
19.272357940673828,11.42005443572998,1,1
41.41880416870117,14.95897388458252,1,1
19.272357940673828,11.42005443572998,1,1
42.24407958984375,14.972677230834961,0,1
17.322463989257812,12.077898979187012,0,1
43.655174255371094,15.055171966552734,1,1
21.767730712890625,12.953900337219238,1,1
41.928104400634766,15.049019813537598,1,1
24.16666603088379,13.975655555725098,1,1
42.36035919189453,15.926126480102539,1,1
43.37522888183594,16.11475372314453,1,1
21.598793029785156,12.095022201538086,1,1
42.867923736572266,14.012578964233398,1,1
22.28900718688965,11.030141830444336,1,1
43.24407958984375,16.97267723083496,1,1
23.59027862548828,12.927083015441895,1,1
44.44629669189453,17.05555534362793,0,1
24.626344680786133,12.435483932495117,0,1
42.239315032958984,14.891737937927246,0,1
45.06853485107422,16.320871353149414,1,1
43.44102478027344,14.743589401245117,0,1
14.73099422454834,10.760233879089355,0,1
43.23163986206055,14.395480155944824,1,1
42.824371337890625,14.46236515045166,1,1
42.599998474121094,15.802666664123535,1,1
43.566139221191406,16.793651580810547,0,1
41.685447692871094,13.333333015441895,0,1
44.27927780151367,17.307592391967773,1,1
43.869049072265625,15.95714282989502,0,1
45.18770217895508,16.132686614990234,0,1
48.254547119140625,16.2060604095459,0,1
47.309391021728516,16.848987579345703,0,1
49.141845703125,17.3096923828125,1,1
48.15528106689453,17.024845123291016,0,1
50.69696807861328,18.001893997192383,1,1
49.27860641479492,16.674959182739258,0,1
46.13661193847656,16.0710391998291,1,1
45.0,17.5,1,1
46.429256439208984,16.292566299438477,1,1
44.905982971191406,15.504273414611816,1,1
45.85950469970703,15.341597557067871,1,1
22.6506404876709,12.942307472229004,1,1
44.90860366821289,15.186380386352539,0,1
45.0806999206543,16.10877227783203,1,1
19.122066497802734,15.234742164611816,1,1
46.02490234375,16.113027572631836,1,1
22.956087112426758,14.558881759643555,1,1
25.095468521118164,15.472492218017578,1,1
44.02490234375,16.113027572631836,1,1
21.904109954833984,14.881278991699219,1,1
25.600000381469727,13.260000228881836,1,1
44.95500946044922,15.073619842529297,0,1
19.77777862548828,14.083333015441895,0,1
45.676143646240234,16.05687141418457,1,1
43.56410217285156,16.272436141967773,0,1
42.41954040527344,16.278736114501953,1,1
42.41954040527344,16.278736114501953,1,1
43.109588623046875,17.389650344848633,1,1
20.503347396850586,11.817938804626465,1,1
42.71611022949219,15.403509140014648,1,1
21.64329719543457,11.974169731140137,1,1
42.636932373046875,15.804381370544434,0,1
21.81818199157715,11.86868667602539,0,1
43.76838684082031,15.55555534362793,1,1
25.38559341430664,14.211864471435547,1,1
46.35984802246094,16.668560028076172,1,1
25.581266403198242,14.435261726379395,1,1
43.698814392089844,15.852791786193848,1,1
21.578125,13.411458015441895,1,1
42.87839889526367,15.596566200256348,0,1
19.449932098388672,10.485596656799316,0,1
44.94717025756836,16.554716110229492,0,1
24.479999542236328,11.74666690826416,0,1
43.82231903076172,15.74008846282959,0,1
18.85714340209961,11.70562744140625,0,1
41.28184127807617,15.945799827575684,0,1
46.230873107910156,16.814207077026367,1,1
24.03268051147461,13.296296119689941,1,1
43.1884651184082,15.763712882995605,1,1
37.64262771606445,20.419872283935547,1,1
45.943660736083984,16.877933502197266,0,1
43.941776275634766,14.965065956115723,0,1
20.651281356811523,11.074358940124512,0,1
43.941776275634766,14.965065956115723,0,1
20.651281356811523,11.074358940124512,0,1
40.78386688232422,15.534246444702148,0,1
22.22364616394043,14.094017028808594,0,1
43.02981185913086,15.310297966003418,1,1
33.23373031616211,19.71978759765625,1,1
43.81642532348633,15.09782600402832,0,1
20.5898380279541,12.631970405578613,0,1
44.61338424682617,17.281288146972656,0,1
23.16666603088379,13.538888931274414,0,1
43.149574279785156,14.025641441345215,0,1
19.739635467529297,12.88888931274414,0,1
42.83893966674805,16.025484085083008,1,1
20.810483932495117,10.801074981689453,1,1
42.83893966674805,16.025484085083008,1,1
20.810483932495117,10.801074981689453,1,1
42.93406677246094,16.178266525268555,1,1
18.089969635009766,10.72861385345459,1,1
43.9487190246582,17.178266525268555,0,1
21.743362426757812,11.55309772491455,0,1
40.943748474121094,14.952083587646484,1,1
23.791316986083984,12.616246223449707,1,1
43.64752197265625,16.097972869873047,0,1
23.721311569213867,13.562841415405273,0,1
44.20964431762695,16.07232666015625,1,1
22.841339111328125,11.633188247680664,1,1
40.9493408203125,14.004053115844727,1,1
31.098766326904297,15.74691390991211,1,1
44.34276580810547,16.088050842285156,1,1
21.162126541137695,11.657588005065918,1,1
43.960365295410156,15.895325660705566,0,1
20.053176879882812,11.749675750732422,0,1
42.41183853149414,16.133848190307617,1,1
22.14622688293457,14.339622497558594,1,1
43.28403091430664,15.949625015258789,0,1
20.13831329345703,12.766251564025879,0,1
44.75747299194336,15.939080238342285,0,1
17.270748138427734,10.70068073272705,0,1
44.6893424987793,16.078231811523438,1,1
20.7260684967041,13.00515079498291,1,1
43.403846740722656,15.785256385803223,1,1
22.203018188476562,12.584362030029297,1,1
44.659793853759766,15.878579139709473,1,1
24.121583938598633,13.489070892333984,1,1
43.73628616333008,16.41877555847168,1,1
21.996000289916992,11.477333068847656,1,1
41.42068862915039,14.668965339660645,1,1
43.93281555175781,16.501291275024414,1,1
22.374502182006836,12.07569694519043,1,1
42.50666809082031,15.197333335876465,1,1
24.297760009765625,13.745718002319336,1,1
41.453060150146484,15.08435344696045,1,1
26.092121124267578,14.875151634216309,1,1
42.988677978515625,15.431446075439453,1,1
24.334558486938477,11.742647171020508,1,1
43.762962341308594,15.0,1,1
25.356060028076172,14.625,1,1
42.80446243286133,15.290026664733887,1,1
22.155555725097656,12.712418556213379,1,1
41.89973831176758,16.34635353088379,1,1
23.900901794433594,15.003861427307129,1,1
41.52083206176758,14.650734901428223,1,1
44.78038024902344,16.125974655151367,1,1
28.457693099975586,13.951282501220703,1,1
41.195068359375,16.38156509399414,1,1
37.39015197753906,19.959596633911133,1,1
43.6558837890625,15.951960563659668,0,1
24.512096405029297,13.948925018310547,0,1
42.89036560058594,17.43743133544922,0,1
23.678876876831055,13.102563858032227,0,1
42.02622985839844,15.402185440063477,1,1
24.628154754638672,14.282868385314941,1,1
43.09885025024414,14.682758331298828,1,1
25.85433006286621,15.39107608795166,1,1
42.19095993041992,16.724294662475586,1,1
24.689064025878906,13.241106986999512,1,1
41.33658981323242,14.823018074035645,1,1
24.265216827392578,13.4144926071167,1,1
41.256919860839844,14.82945728302002,1,1
20.54958724975586,13.4683198928833,1,1
41.924049377441406,15.73734188079834,1,1
18.619047164916992,12.423129081726074,1,1
41.01250076293945,14.753125190734863,1,1
27.0,15.712250709533691,1,1
44.330074310302734,16.888164520263672,1,1
23.801952362060547,13.686192512512207,1,1
43.46957778930664,15.945767402648926,1,1
19.475574493408203,11.757184028625488,1,1
46.34688186645508,16.903793334960938,1,1
22.7372989654541,12.712515830993652,1,1
41.34688186645508,15.903794288635254,1,1
22.57466697692871,12.625333786010742,1,1
38.21839141845703,14.179597854614258,1,1
22.650537490844727,13.001343727111816,1,1
40.12661361694336,14.857881546020508,1,1
20.15070152282715,12.443167686462402,1,1
41.892425537109375,14.801515579223633,1,1
24.0,12.505050659179688,1,1
42.34218215942383,15.104720115661621,1,1
19.159204483032227,11.62686538696289,1,1
43.893394470214844,14.861862182617188,1,1
18.828571319580078,10.326984405517578,1,1
44.802589416503906,16.216829299926758,1,1
21.281949996948242,11.084321022033691,1,1
42.116981506347656,13.791194915771484,1,1
33.903099060058594,19.493539810180664,1,1
42.116981506347656,13.791194915771484,1,1
33.903099060058594,19.493539810180664,1,1
43.067874908447266,14.986425399780273,0,1
21.923809051513672,11.807619094848633,0,1
42.44322204589844,16.014652252197266,0,1
40.924049377441406,15.73734188079834,0,1
17.244239807128906,10.889400482177734,0,1
43.070804595947266,15.903050422668457,1,1
21.87074851989746,11.942856788635254,1,1
44.021324157714844,16.877666473388672,1,1
26.330434799194336,12.83768081665039,1,1
44.021324157714844,16.877666473388672,0,1
26.330434799194336,12.83768081665039,0,1
56.21508026123047,19.269065856933594,0,1
50.32091522216797,17.458452224731445,0,1
47.620689392089844,17.620689392089844,1,1
41.21255874633789,13.946860313415527,1,1
42.69963455200195,14.076923370361328,1,1
38.76595687866211,12.354609489440918,1,1
32.76023483276367,10.830409049987793,1,1
46.21255874633789,18.94685935974121,1,1
43.33333206176758,13.314554214477539,1,1
43.77450942993164,12.34313678741455,1,1
38.04975128173828,12.06965160369873,1,1
39.29810333251953,14.146341323852539,1,1
40.307857513427734,15.339702606201172,1,1
32.25,12.03125,0,1
35.454139709472656,13.28635311126709,0,1
34.76023483276367,10.429824829101562,1,1
39.77898406982422,12.82608699798584,1,1
46.26411819458008,13.536429405212402,1,1
26.556005477905273,14.103913307189941,1,1
27.441558837890625,15.56854248046875,1,1
26.392452239990234,13.883018493652344,1,1
24.12425422668457,13.68100357055664,1,1
23.219484329223633,12.322770118713379,1,1
43.41350173950195,11.187764167785645,1,1
23.087854385375977,15.327519416809082,1,1
21.172683715820312,15.214200019836426,1,1
35.349205017089844,8.222222328186035,1,1
24.76730728149414,19.49505615234375,1,1
22.63616180419922,18.83305549621582,1,1
34.86111068725586,8.035714149475098,1,1
20.483360290527344,15.571051597595215,1,1
33.58333206176758,9.103174209594727,1,1
24.425716400146484,17.68125343322754,1,1
20.09283447265625,16.77361488342285,1,1
35.19831085205078,8.345991134643555,1,1
25.893333435058594,18.708799362182617,1,1
34.19831085205078,9.345991134643555,1,1
20.793066024780273,17.7455997467041,1,1
35.28654861450195,9.152047157287598,1,1
23.955554962158203,16.53068733215332,1,1
19.710317611694336,19.470521926879883,1,1
19.31710433959961,19.33146095275879,1,1
26.28508758544922,23.52255630493164,1,1
26.28508758544922,23.52255630493164,1,1
17.046398162841797,18.343101501464844,1,1
16.87347984313965,16.66301727294922,1,1
16.989622116088867,18.457876205444336,1,1
18.2357234954834,17.079017639160156,1,1
21.23982810974121,23.012134552001953,1,1
17.424484252929688,17.70326042175293,1,1
18.934059143066406,15.434967041015625,1,1
19.03437614440918,15.010436058044434,1,1
17.024999618530273,17.8980770111084,1,1
17.156028747558594,15.785300254821777,1,1
